Journal name,JCR Abbreviation,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category,2023 JIF
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,19.4,20,Q1,17.8,8.2,176,67431,CRITICAL CARE MEDICINE|RESPIRATORY SYSTEM,19.3
CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,19.3,33.3,Q1,19.1,2.7,0,24250,MICROBIOLOGY,19
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,19.3,19.5,Q1,18.9,4.9,170,29641,"CHEMISTRY, PHYSICAL",15.9
IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,19.2,13.1,Q1,17.6,3.7,201,11485,AUTOMATION & CONTROL SYSTEMS,15.3
PhotoniX,PHOTONIX,19.1,19.3,Q1,18.5,3.9,38,2273,OPTICS,15.7
Annual Review of Physiology,ANNU REV PHYSIOL,19.1,24.9,Q1,19,7,0,12066,PHYSIOLOGY,15.7
NATURE CELL BIOLOGY,NAT CELL BIOL,19.1,22.6,Q1,18.8,4.3,192,47872,CELL BIOLOGY,17.3
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,19,19.4,Q1,17.7,4,4587,320706,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER",18.5
Annual Review of Marine Science,ANNU REV MAR SCI,18.9,18.9,Q1,18.6,8,0,6987,GEOCHEMISTRY & GEOPHYSICS|MARINE & FRESHWATER BIOLOGY|OCEANOGRAPHY,14.3
Advanced Photonics,ADV PHOTONICS,18.8,17,Q1,18.5,2.7,43,3573,OPTICS,20.6
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,18.8,15.8,Q1,17.7,4.2,47,17904,"ENGINEERING, MANUFACTURING|ENGINEERING, MECHANICAL",14
Cell Host & Microbe,CELL HOST MICROBE,18.7,20.5,Q1,18.3,5.3,129,32505,MICROBIOLOGY|PARASITOLOGY|VIROLOGY,20.6
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,18.6,20.4,Q1,18,3.6,726,98199,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC",20.8
Nature Physics,NAT PHYS,18.4,21.2,Q1,18,3.9,336,56613,"PHYSICS, MULTIDISCIPLINARY",17.6
Computational Visual Media,COMPUT VIS MEDIA,18.3,12.9,Q1,17.8,1.3,62,2600,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",17.3
Nature Computational Science,NAT COMPUT SCI,18.3,17.6,Q1,17.9,3.1,64,4046,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|COMPUTER SCIENCE, THEORY & METHODS|MULTIDISCIPLINARY SCIENCES",12
ACS Energy Letters,ACS ENERGY LETT,18.2,20.5,Q1,17.4,3.7,587,65875,"CHEMISTRY, PHYSICAL|ELECTROCHEMISTRY|ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY",19.3
Cyborg and Bionic Systems,CYBORG BIONIC SYST,18.1,14.9,Q1,17.2,2.3,56,1650,"ENGINEERING, BIOMEDICAL|ROBOTICS",10.5
TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,18.1,20.1,Q1,18,7.9,17,20144,CELL BIOLOGY,13
JAMA Pediatrics,JAMA PEDIATR,18,19.5,Q1,17.5,4.6,96,19417,PEDIATRICS,24.7
Lancet Global Health,LANCET GLOB HEALTH,18,23.5,Q1,17.8,5.6,147,25472,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",19.9
Nano Materials Science,NANO MATER SCI,17.9,15.8,Q1,17.2,8.3,61,3112,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY",12.6
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,17.9,14.1,Q1,17.7,9.3,1,6418,"PHYSICS, NUCLEAR|PHYSICS, PARTICLES & FIELDS",14.5
Lancet Haematology,LANCET HAEMATOL,17.7,16.7,Q1,17.3,4.8,55,7814,HEMATOLOGY,15.4
Chinese Journal of Catalysis,CHINESE J CATAL,17.7,13.6,Q1,16.8,2.9,194,20613,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENGINEERING, CHEMICAL",15.7
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,17.7,19.9,Q1,17.6,4.1,0,87302,"CHEMISTRY, MULTIDISCIPLINARY",16.4
Eco-Environment & Health,ECO-ENVIRON HEALTH,17.6,17.6,Q1,17.2,2.5,35,1015,ENVIRONMENTAL SCIENCES,NA
Psychological Science in the Public Interest,PSYCHOL SCI PUBL INT,17.6,41.8,Q1,17.1,8.5,2,3043,"PSYCHOLOGY, MULTIDISCIPLINARY",18.2
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,17.6,19.2,Q1,17.1,3.7,0,50670,PHARMACOLOGY & PHARMACY,15.2
Trends in Cancer,TRENDS CANCER,17.5,18.7,Q1,17.4,4.3,0,9356,ONCOLOGY,14.3
Molecular Neurodegeneration,MOL NEURODEGENER,17.5,19.3,Q1,17.1,3.6,62,11362,NEUROSCIENCES,14.9
Matter,MATTER-US,17.5,19.2,Q1,17.2,4,167,18183,"MATERIALS SCIENCE, MULTIDISCIPLINARY",17.3
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,17.4,16.9,Q1,15.1,3.5,24,6466,PSYCHIATRY|PSYCHOLOGY,16.3
PHARMACOLOGICAL REVIEWS,PHARMACOL REV,17.3,21.8,Q1,17.2,15,0,12523,PHARMACOLOGY & PHARMACY,19.3
MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBID MORTAL W,17.3,14.1,Q1,17,3.7,203,30057,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",25.4
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,17.3,18.7,Q1,16.9,4.4,47,39765,ECOLOGY|EVOLUTIONARY BIOLOGY|GENETICS & HEREDITY,16.7
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,17.2,17.4,Q1,16.8,3.2,242,30768,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS",13.8
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,17.2,21.8,Q1,16.8,5.2,33,34805,"BEHAVIORAL SCIENCES|NEUROSCIENCES|PSYCHOLOGY, EXPERIMENTAL",16.7
STUDIES IN MYCOLOGY,STUD MYCOL,17.1,22.2,Q1,16.5,4.6,13,5114,MYCOLOGY,14.1
National Science Review,NATL SCI REV,17.1,17.7,Q1,16.7,4.7,217,19541,MULTIDISCIPLINARY SCIENCES,16.3
JAMA Psychiatry,JAMA PSYCHIAT,17.1,21.8,Q1,16.6,4.2,110,24360,PSYCHIATRY,22.5
Nano Energy,NANO ENERGY,17.1,16.9,Q1,15.9,3.8,1078,129552,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED",16.8
eTransportation,ETRANSPORTATION,17,17.4,Q1,15.8,3.6,72,4432,"ENERGY & FUELS|ENGINEERING, ELECTRICAL & ELECTRONIC|TRANSPORTATION SCIENCE & TECHNOLOGY",15
Clinical and Molecular Hepatology,CLIN MOL HEPATOL,16.9,12,Q1,15.8,4.9,43,4160,GASTROENTEROLOGY & HEPATOLOGY,14
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,16.9,16.4,Q1,15.4,3.8,4564,529353,"CHEMISTRY, MULTIDISCIPLINARY",16.1
International Journal of Educational Technology in Higher Education,INT J EDUC TECHNOL H,16.7,15.5,Q1,16.1,5.4,54,5663,EDUCATION & EDUCATIONAL RESEARCH,8.6
Annual Review of Entomology,ANNU REV ENTOMOL,16.7,20.7,Q1,16.6,7.6,0,15115,ENTOMOLOGY,15
Journal of Advanced Ceramics,J ADV CERAM,16.6,15.6,Q1,15.1,2.7,168,9879,"MATERIALS SCIENCE, CERAMICS",18.6
DIABETES CARE,DIABETES CARE,16.6,14.5,Q1,16.1,9.2,225,77907,ENDOCRINOLOGY & METABOLISM,14.8
Molecular Cell,MOL CELL,16.6,17.7,Q1,15.9,3.9,271,84919,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY,14.5
CANCER RESEARCH,CANCER RES,16.6,13.4,Q1,16.5,4.7,251,118866,ONCOLOGY,12.5
Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,16.5,24.3,Q1,16.3,2.6,0,10094,"PSYCHOLOGY|PSYCHOLOGY, CLINICAL",17.8
Academy of Management Annals,ACAD MANAG ANN,16.5,26.9,Q1,15.8,4.5,20,10376,BUSINESS|MANAGEMENT,14.3
Green Energy and Intelligent Transportation,GREEN ENERGY INTELL,16.4,16.4,Q1,15.6,4.5,35,1323,TRANSPORTATION SCIENCE & TECHNOLOGY,NA
Lancet Rheumatology,LANCET RHEUMATOL,16.4,14.6,Q1,16.1,3.7,68,4069,RHEUMATOLOGY,15
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,16.4,19.1,Q1,15.5,1.5,59,5100,GEOCHEMISTRY & GEOPHYSICS|IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|REMOTE SENSING,16.2
Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,16.4,13.2,Q1,16.3,2.5,127,14793,ONCOLOGY,14.8
Science Immunology,SCI IMMUNOL,16.3,17.7,Q1,16.1,3.6,127,13743,IMMUNOLOGY,17.6
TRENDS IN GENETICS,TRENDS GENET,16.3,13.7,Q1,16.1,2.9,15,14613,GENETICS & HEREDITY,13.6
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,16.3,17.5,Q1,15.7,2.4,646,184911,ENERGY & FUELS|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,16.3
PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,16.2,17.1,Q1,15.7,3.9,0,8907,"ENGINEERING, AEROSPACE",11.5
BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,16.2,17.8,Q1,14.8,1.6,153,36082,SPORT SCIENCES,11.6
CIRCULATION RESEARCH,CIRC RES,16.2,20.8,Q1,15.9,3.4,119,64140,CARDIAC & CARDIOVASCULAR SYSTEMS|HEMATOLOGY|PERIPHERAL VASCULAR DISEASE,16.5
Applied Mechanics Reviews,APPL MECH REV,16.1,15.1,Q1,16,5.4,0,5823,MECHANICS,12.2
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,16.1,17.9,Q1,15.8,3.4,1,13393,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY,14.8
Nature Geoscience,NAT GEOSCI,16.1,20,Q1,15.9,3.8,161,40597,"GEOSCIENCES, MULTIDISCIPLINARY",15.7
Annual Review of Environment and Resources,ANNU REV ENV RESOUR,16,22.2,Q1,15.9,0.7,0,8211,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES,15.5
Nature Protocols,NAT PROTOC,16,19.4,Q1,15.8,3,13,56436,BIOCHEMICAL RESEARCH METHODS,13.1
ACS Nano,ACS NANO,16,16.4,Q1,15.3,3.2,2421,255538,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY",15.8
Energy Material Advances,ENERGY MATER ADV,15.9,15.2,Q1,15.1,2.2,34,1616,"PHYSICS, APPLIED",14.8
Nature Human Behaviour,NAT HUM BEHAV,15.9,19.7,Q1,15.5,2.1,228,17247,"MULTIDISCIPLINARY SCIENCES|NEUROSCIENCES|PSYCHOLOGY, EXPERIMENTAL",21.4
HEPATOLOGY,HEPATOLOGY,15.8,14.5,Q1,15.2,1.8,317,72026,GASTROENTEROLOGY & HEPATOLOGY,12.9
PERIODONTOLOGY 2000,PERIODONTOL 2000,15.7,18.1,Q1,15.2,3.7,0,11317,"DENTISTRY, ORAL SURGERY & MEDICINE",17.5
SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,15.7,15.5,Q1,15.6,2.3,40,20368,ONCOLOGY,12.1
Physical Review X,PHYS REV X,15.7,15.4,Q1,15.3,3.3,233,34313,"PHYSICS, MULTIDISCIPLINARY",11.6
Nature Communications,NAT COMMUN,15.7,17.2,Q1,15.2,3.5,10322,911428,MULTIDISCIPLINARY SCIENCES,14.7
Journal of the American Chemical Society,J AM CHEM SOC,15.6,15.5,Q1,14.5,3.7,3568,601485,"CHEMISTRY, MULTIDISCIPLINARY",14.4
BMEMat,BMEMAT,15.5,15.5,Q1,15,3.7,14,796,"MATERIALS SCIENCE, BIOMATERIALS|NANOSCIENCE & NANOTECHNOLOGY",NA
npj Flexible Electronics,NPJ FLEX ELECTRON,15.5,15.8,Q1,15.2,2.8,77,4555,"ENGINEERING, ELECTRICAL & ELECTRONIC|MATERIALS SCIENCE, MULTIDISCIPLINARY",12.3
Journal of Innovation & Knowledge,J INNOV KNOWL,15.5,15,Q1,14.4,1.8,178,6367,BUSINESS|MANAGEMENT,15.6
Lancet Child & Adolescent Health,LANCET CHILD ADOLESC,15.5,17.8,Q1,15.3,3.3,51,7779,PEDIATRICS,19.9
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,15.5,20.6,Q1,15.5,2.5,0,8691,"MATERIALS SCIENCE, MULTIDISCIPLINARY",16.8
Information Fusion,INFORM FUSION,15.5,17.9,Q1,13.9,2.4,535,27037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, THEORY & METHODS",14.7
Statistics Surveys,STAT SURV,15.4,9.4,Q1,15.4,0.2,3,1033,STATISTICS & PROBABILITY,11
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,15.4,13.7,Q1,15.2,1.6,151,32732,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY,13.7
TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,15.4,18.4,Q1,14.8,3.4,361,56158,FOOD SCIENCE & TECHNOLOGY,15.1
One Earth,ONE EARTH,15.3,19.2,Q1,14.8,2,124,8018,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,15.1
Translational Neurodegeneration,TRANSL NEURODEGENER,15.2,15,Q1,14.9,2.6,20,4641,NEUROSCIENCES,10.8
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,15.2,13.9,Q1,14.1,7.2,66,17416,"CARDIAC & CARDIOVASCULAR SYSTEMS|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",12.8
RADIOLOGY,RADIOLOGY,15.2,14.3,Q1,14.4,3.5,219,60450,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",12.1
ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,15.2,19.9,Q1,14.7,4.6,113,65428,"MEDICINE, GENERAL & INTERNAL",19.6
Mycosphere,MYCOSPHERE,15.1,15.5,Q1,12.8,2.4,30,2939,MYCOLOGY,10
npj Digital Medicine,NPJ DIGIT MED,15.1,17,Q1,14.5,2.5,289,14912,HEALTH CARE SCIENCES & SERVICES|MEDICAL INFORMATICS,12.4
TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,15.1,17.2,Q1,15,2.6,19,21797,NEUROSCIENCES,14.6
Bone Research,BONE RES,15,14.8,Q1,14.7,3.5,52,5937,CELL & TISSUE ENGINEERING,14.3
Neuron,NEURON,15,16.6,Q1,14.6,4,203,99128,NEUROSCIENCES,14.7
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,14.9,16.5,Q1,14.9,2.4,0,8022,BIOCHEMISTRY & MOLECULAR BIOLOGY|NUTRITION & DIETETICS,14
JAMA Surgery,JAMA SURG,14.9,16.7,Q1,14.5,3.5,113,18840,SURGERY,15.7
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,14.9,16.9,Q1,14.7,6.2,22,19338,BIOCHEMISTRY & MOLECULAR BIOLOGY|MICROBIOLOGY,14
TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,14.9,16.6,Q1,14.7,5,25,19617,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,14.3
Journal of Energy Chemistry,J ENERGY CHEM,14.9,13.1,Q1,13.4,4.1,643,44582,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENERGY & FUELS|ENGINEERING, CHEMICAL",14
AI Open,AI OPEN,14.8,29.7,Q1,14.8,2.2,20,2046,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",NA
International Journal of Transgender Health,INT J TRANSGEND HEAL,14.8,10.8,Q1,13.4,0.9,104,2255,"PSYCHOLOGY, CLINICAL|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|SOCIAL SCIENCES, BIOMEDICAL|SOCIAL SCIENCES, INTERDISCIPLINARY",10.5
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,14.7,7.5,Q1,13.8,0.8,37,2567,ENDOCRINOLOGY & METABOLISM|PATHOLOGY,11.3
Accounts of Materials Research,ACCOUNTS MATER RES,14.7,16,Q1,14.6,2.4,135,5220,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY",14
PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,14.7,19.2,Q1,14.4,2.6,0,12730,OPHTHALMOLOGY,18.6
AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,14.7,17.9,Q1,14.3,6.6,61,37962,PSYCHIATRY,15.1
HemaSphere,HEMASPHERE,14.6,10.8,Q1,14.4,1.9,68,3394,HEMATOLOGY,7.6
Lancet Healthy Longevity,LANCET HEALTH LONGEV,14.6,16.3,Q1,14.4,4.1,55,3521,GERIATRICS & GERONTOLOGY,13.4
Green Energy & Environment,GREEN ENERGY ENVIRON,14.6,12.4,Q1,13.7,8.5,111,7441,"CHEMISTRY, PHYSICAL|ENERGY & FUELS|ENGINEERING, CHEMICAL|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY",10.7
Nature Reviews Urology,NAT REV UROL,14.6,16,Q1,14.3,2.7,2,7509,UROLOGY & NEPHROLOGY,12.1
Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,14.6,15.2,Q1,13.8,3,243,21296,PHARMACOLOGY & PHARMACY,14.7
Science Translational Medicine,SCI TRANSL MED,14.6,16,Q1,14.5,3.3,266,52583,"CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL",15.8
Communications in Transportation Research,COMMUN TRANSP RES,14.5,13.5,Q1,13.7,1.5,29,915,TRANSPORTATION|TRANSPORTATION SCIENCE & TECHNOLOGY,12.5
Journal of Extracellular Vesicles,J EXTRACELL VESICLES,14.5,16.7,Q1,13.6,6.7,129,15159,CELL BIOLOGY,15.5
Nature Ecology & Evolution,NAT ECOL EVOL,14.5,17.6,Q1,14.2,2.8,246,22484,ECOLOGY|EVOLUTIONARY BIOLOGY,13.9
DRUGS,DRUGS,14.4,13.2,Q1,14.3,2.4,28,22644,PHARMACOLOGY & PHARMACY|TOXICOLOGY,13
Qualitative Psychology,QUAL PSYCHOL,14.3,8.9,Q1,14.1,0.8,41,2189,"PSYCHOLOGY, MULTIDISCIPLINARY",11.7
Physics of Life Reviews,PHYS LIFE REV,14.3,11.1,Q1,11.9,3.7,16,2471,BIOLOGY|BIOPHYSICS,13.7
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,14.3,15,Q1,14,3.1,91,3346,ENVIRONMENTAL SCIENCES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,14
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,14.3,13.1,Q1,11.2,5.7,380,11626,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC|TRANSPORTATION SCIENCE & TECHNOLOGY",14
Nature Astronomy,NAT ASTRON,14.3,14.3,Q1,13.9,4.4,144,12559,ASTRONOMY & ASTROPHYSICS,12.9
Autophagy,AUTOPHAGY,14.3,17.1,Q1,13.9,2,135,33386,CELL BIOLOGY,14.6
Journal of Materials Science & Technology,J MATER SCI TECHNOL,14.3,12.4,Q1,13.5,5.1,742,60628,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING",11.2
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,14.2,13.9,Q1,12.7,2.2,220,16027,"ENGINEERING, INDUSTRIAL|ENGINEERING, MANUFACTURING|OPERATIONS RESEARCH & MANAGEMENT SCIENCE",12.2
Energy Economics,ENERG ECON,14.2,13.2,Q1,12.3,2.6,747,53243,ECONOMICS,13.6
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,14.2,12.7,Q1,12.6,3.3,720,88490,"ENGINEERING, MULTIDISCIPLINARY|MATERIALS SCIENCE, COMPOSITES",12.7
Energy & Environmental Materials,ENERGY ENVIRON MATER,14.1,14.7,Q1,13.9,2.4,140,9776,"MATERIALS SCIENCE, MULTIDISCIPLINARY",13
JAMA Cardiology,JAMA CARDIOL,14.1,15.6,Q1,13.7,3.3,113,14345,CARDIAC & CARDIOVASCULAR SYSTEMS,14.8
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,14.1,17.8,Q1,13.7,2.6,0,22940,FOOD SCIENCE & TECHNOLOGY,12
Advanced Science,ADV SCI,14.1,15.6,Q1,13.7,2.1,3120,114886,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY",14.3
Annual Review of Control Robotics and Autonomous Systems,ANNU REV CONTR ROBOT,14,17.6,Q1,13.9,2.5,0,2262,AUTOMATION & CONTROL SYSTEMS|ROBOTICS,11.2
TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,13.9,15.2,Q1,13.9,2.9,0,16663,IMMUNOLOGY,13.1
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,13.9,14.9,Q1,13.4,2.4,400,19411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",10.7
ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,13.9,19.3,Q1,13.2,7.1,37,41552,BUSINESS|MANAGEMENT,19.3
Materials Reports: Energy,MATER REP-ENERGY,13.8,13.4,Q1,13.4,3.5,23,1267,"CHEMISTRY, MULTIDISCIPLINARY|ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY",NA
Advances in Applied Energy,ADV APPL ENERGY,13.8,14.4,Q1,12.9,2.7,36,2159,ENERGY & FUELS,13
ADVANCES IN PHYSICS,ADV PHYS,13.8,43.5,Q1,13.8,0.7,0,6319,"PHYSICS, CONDENSED MATTER",35
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,13.8,14.4,Q1,13.7,4.5,27,13652,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL",12.8
Journal of Magnesium and Alloys,J MAGNES ALLOY,13.8,14.1,Q1,12,4.6,266,15502,METALLURGY & METALLURGICAL ENGINEERING,15.8
Annual Review of Biophysics,ANNU REV BIOPHYS,13.7,15.1,Q1,13.6,2.9,0,4228,BIOPHYSICS,10.4
Aggregate,AGGREGATE,13.7,15.3,Q1,12.8,3.1,172,5762,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY",13.9
International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,13.7,10.1,Q1,12.7,2.6,111,9053,MINING & MINERAL PROCESSING,11.7
IEEE Journal of Selected Topics in Signal Processing,IEEE J-STSP,13.7,11.6,Q1,13.5,1.7,107,11047,"ENGINEERING, ELECTRICAL & ELECTRONIC",8.7
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,13.7,16.4,Q1,13.4,1.3,30,11874,"BEHAVIORAL SCIENCES|NEUROSCIENCES|PSYCHOLOGY, BIOLOGICAL",16.6
Nature Chemical Biology,NAT CHEM BIOL,13.7,15.7,Q1,13.5,3.4,181,32994,BIOCHEMISTRY & MOLECULAR BIOLOGY,12.9
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,13.7,13.7,Q1,12.8,1.9,495,84385,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC",10.8
Interdisciplinary Medicine,INTERD MED,13.6,13.6,Q1,13.2,3.2,12,699,"MEDICINE, RESEARCH & EXPERIMENTAL",NA
Trends in Chemistry,TRENDS CHEM,13.6,16.6,Q1,13.5,3.3,6,5730,"CHEMISTRY, MULTIDISCIPLINARY",14
Nature Plants,NAT PLANTS,13.6,17,Q1,13.2,2.3,215,18461,PLANT SCIENCES,15.8
JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,13.6,14.4,Q1,13.4,2.9,436,115085,"MEDICINE, RESEARCH & EXPERIMENTAL",13.3
Experimental Hematology & Oncology,EXP HEMATOL ONCOL,13.5,11.3,Q1,12.4,2.8,38,3391,HEMATOLOGY|ONCOLOGY,9.4
Biochar,BIOCHAR,13.5,14.1,Q1,12.9,3.3,83,4247,ENVIRONMENTAL SCIENCES|SOIL SCIENCE,13.1
ACTA PHYSICO-CHIMICA SINICA,ACTA PHYS-CHIM SIN,13.5,6.6,Q2,12.2,6.4,117,7171,"CHEMISTRY, PHYSICAL",10.8
Trends in Environmental Analytical Chemistry,TRENDS ENVIRON ANAL,13.4,12.4,Q1,13.3,1.1,25,2301,"CHEMISTRY, ANALYTICAL|ENVIRONMENTAL SCIENCES",11.1
Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,13.4,18.5,Q1,13.1,2.5,38,3656,"PSYCHOLOGY|PSYCHOLOGY, MULTIDISCIPLINARY",15.6
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,13.4,13.1,Q1,13.3,2.3,0,5499,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER",12.2
Annual Review of Nutrition,ANNU REV NUTR,13.4,14.8,Q1,13.2,0.7,0,6350,NUTRITION & DIETETICS,12.6
Implementation Science,IMPLEMENT SCI,13.4,11.7,Q1,12.7,1.9,56,19965,HEALTH CARE SCIENCES & SERVICES|HEALTH POLICY & SERVICES,8.8
NEURO-ONCOLOGY,NEURO-ONCOLOGY,13.4,16,Q1,12.4,1.8,150,24799,CLINICAL NEUROLOGY|ONCOLOGY,16.4
LEUKEMIA,LEUKEMIA,13.4,10.6,Q1,12.8,1.6,235,30656,HEMATOLOGY|ONCOLOGY,12.8
