Journal name,JCR Abbreviation,2023 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,J ENVIRON PSYCHOL,6.1,7.4,Q1,5.4,0.8,186,17452,"ENVIRONMENTAL STUDIES|PSYCHOLOGY, MULTIDISCIPLINARY"
Systematic Biology,SYST BIOL,6.1,10.4,Q1,5.6,1.1,71,18274,EVOLUTIONARY BIOLOGY
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,6.1,6.2,Q1,5.1,1,442,19571,"AUTOMATION & CONTROL SYSTEMS|ENGINEERING, ELECTRICAL & ELECTRONIC|ENGINEERING, MANUFACTURING|ENGINEERING, MECHANICAL"
DIABETES RESEARCH AND CLINICAL PRACTICE,DIABETES RES CLIN PR,6.1,5.9,Q1,5.9,0.8,326,20236,ENDOCRINOLOGY & METABOLISM
SOIL & TILLAGE RESEARCH,SOIL TILL RES,6.1,6.9,Q1,5.7,1.1,256,22856,SOIL SCIENCE
PHYTOTHERAPY RESEARCH,PHYTOTHER RES,6.1,7,Q1,5.8,1.1,207,23111,"CHEMISTRY, MEDICINAL|PHARMACOLOGY & PHARMACY"
Journal of Translational Medicine,J TRANSL MED,6.1,6.2,Q1,6,1.2,748,24313,"MEDICINE, RESEARCH & EXPERIMENTAL"
Journal of Manufacturing Processes,J MANUF PROCESS,6.1,6.2,Q1,5.4,1.2,859,25160,"ENGINEERING, MANUFACTURING"
PLANT PHYSIOLOGY AND BIOCHEMISTRY,PLANT PHYSIOL BIOCH,6.1,6.2,Q1,5.7,1,696,28889,PLANT SCIENCES
Tribology International,TRIBOL INT,6.1,5.7,Q1,4.9,1.6,894,32195,"ENGINEERING, MECHANICAL"
LAB ON A CHIP,LAB CHIP,6.1,6.3,Q1,5.6,1.1,343,34304,"BIOCHEMICAL RESEARCH METHODS|CHEMISTRY, ANALYTICAL|CHEMISTRY, MULTIDISCIPLINARY|INSTRUMENTS & INSTRUMENTATION"
LAB ON A CHIP,LAB CHIP,6.1,6.3,Q2,5.6,1.1,343,34304,NANOSCIENCE & NANOTECHNOLOGY
Journal of Materials Chemistry B,J MATER CHEM B,6.1,6.1,Q2,5.8,1.4,675,40713,"MATERIALS SCIENCE, BIOMATERIALS"
JOURNAL OF CLINICAL MICROBIOLOGY,J CLIN MICROBIOL,6.1,5.8,Q1,5.8,1,166,43241,MICROBIOLOGY
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,IEEE T VEH TECHNOL,6.1,6.5,Q1,5.4,1.4,1535,53563,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS|TRANSPORTATION SCIENCE & TECHNOLOGY"
CANCER,CANCER-AM CANCER SOC,6.1,6.7,Q1,6,0.9,339,65115,ONCOLOGY
APPLIED THERMAL ENGINEERING,APPL THERM ENG,6.1,5.8,Q1,5,1.5,2042,87523,"ENGINEERING, MECHANICAL|MECHANICS|THERMODYNAMICS"
APPLIED THERMAL ENGINEERING,APPL THERM ENG,6.1,5.8,Q2,5,1.5,2042,87523,ENERGY & FUELS
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,6.1,6.2,Q1,5.4,1.4,1223,124580,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING"
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,6.1,6.2,Q2,5.4,1.4,1223,124580,NANOSCIENCE & NANOTECHNOLOGY
Journal of Environmental Informatics,J ENVIRON INFORM,6,4,Q2,5.9,0.8,21,776,ENVIRONMENTAL SCIENCES
Cancer & Metabolism,CANCER METAB,6,5.4,Q1,6,0.7,26,1467,ONCOLOGY
Cancer & Metabolism,CANCER METAB,6,5.4,Q2,6,0.7,26,1467,CELL BIOLOGY
EPMA Journal,EPMA J,6,5.5,Q1,4.4,1.2,29,1747,"MEDICINE, RESEARCH & EXPERIMENTAL"
Publications Mathematiques de l IHES,PUBL MATH-PARIS,6,5.9,Q1,6,1,6,2021,MATHEMATICS
Circulation-Genomic and Precision Medicine,CIRC-GENOM PRECIS ME,6,6.6,Q1,5.7,1.4,45,2154,CARDIAC & CARDIOVASCULAR SYSTEMS|GENETICS & HEREDITY
Journal of Stroke,J STROKE,6,7,Q1,5.8,2.9,22,2201,CLINICAL NEUROLOGY|PERIPHERAL VASCULAR DISEASE
International Journal of Management Education,INT J MANAG EDUC-OXF,6,5.7,Q1,4.2,1.7,138,3267,EDUCATION & EDUCATIONAL RESEARCH
International Journal of Management Education,INT J MANAG EDUC-OXF,6,5.7,Q2,4.2,1.7,138,3267,BUSINESS|MANAGEMENT
World Journal of Emergency Surgery,WORLD J EMERG SURG,6,7.3,Q1,5.6,1.3,29,3439,EMERGENCY MEDICINE|SURGERY
Internet of Things,INTERNET THINGS-NETH,6,6.2,Q1,5.5,1.4,310,3448,"COMPUTER SCIENCE, INFORMATION SYSTEMS|ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
GIScience & Remote Sensing,GISCI REMOTE SENS,6,7.3,Q1,5.6,1.4,103,3580,"GEOGRAPHY, PHYSICAL|REMOTE SENSING"
Computer Assisted Language Learning,COMPUT ASSIST LANG L,6,6.8,N/A,5.4,1.2,54,4115,LANGUAGE & LINGUISTICS
Computer Assisted Language Learning,COMPUT ASSIST LANG L,6,6.8,Q1,5.4,1.2,54,4115,EDUCATION & EDUCATIONAL RESEARCH|LINGUISTICS
CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,6,8,Q1,5.9,0.5,0,4491,PLANT SCIENCES
Environmental Sciences Europe,ENVIRON SCI EUR,6,6.5,Q1,5.8,1.2,102,4579,ENVIRONMENTAL SCIENCES
CRITICAL REVIEWS IN MICROBIOLOGY,CRIT REV MICROBIOL,6,8,Q1,5.9,0.9,0,4769,MICROBIOLOGY
Crop Journal,CROP J,6,5.6,Q1,5.8,1.8,191,4862,AGRONOMY|PLANT SCIENCES
Petroleum Science,PETROL SCI,6,5.4,Q1,5.4,2.2,248,5330,"ENGINEERING, PETROLEUM"
Petroleum Science,PETROL SCI,6,5.4,Q2,5.4,2.2,248,5330,ENERGY & FUELS
Expert Opinion on Drug Discovery,EXPERT OPIN DRUG DIS,6,6.6,Q1,5.9,1,22,5937,PHARMACOLOGY & PHARMACY
HUMAN RESOURCE MANAGEMENT,HUM RESOUR MANAGE-US,6,7,Q1,5.6,0.8,32,6086,"MANAGEMENT|PSYCHOLOGY, APPLIED"
Results in Engineering,RESULTS ENG,6,5.6,Q1,4.2,2,779,6302,"ENGINEERING, MULTIDISCIPLINARY"
JAMA Otolaryngology-Head & Neck Surgery,JAMA OTOLARYNGOL,6,6.7,Q1,5.7,1.5,85,6678,OTORHINOLARYNGOLOGY|SURGERY
MOLECULAR MEDICINE,MOL MED,6,6,Q1,5.9,0.9,136,7216,"BIOCHEMISTRY & MOLECULAR BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
MOLECULAR MEDICINE,MOL MED,6,6,Q2,5.9,0.9,136,7216,CELL BIOLOGY
Gastric Cancer,GASTRIC CANCER,6,6.6,Q1,5.8,0.5,86,7345,GASTROENTEROLOGY & HEPATOLOGY|ONCOLOGY
Urban Climate,URBAN CLIM,6,6.3,Q1,5.4,1.6,377,8471,ENVIRONMENTAL SCIENCES|METEOROLOGY & ATMOSPHERIC SCIENCES
Ain Shams Engineering Journal,AIN SHAMS ENG J,6,5.2,Q1,5.4,1.7,453,9498,"ENGINEERING, MULTIDISCIPLINARY"
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,J ORTHOP SPORT PHYS,6,6.3,Q1,5.7,1.6,30,9582,ORTHOPEDICS|REHABILITATION|SPORT SCIENCES
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,6,5.5,Q1,5.7,0.6,148,9748,"PEDIATRICS|PSYCHIATRY|PSYCHOLOGY, DEVELOPMENTAL"
Science China-Earth Sciences,SCI CHINA EARTH SCI,6,6.2,Q1,5.6,0.8,163,9844,"GEOSCIENCES, MULTIDISCIPLINARY"
Solar RRL,SOL RRL,6,6.4,Q1,5.6,1.3,452,12115,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Solar RRL,SOL RRL,6,6.4,Q2,5.6,1.3,452,12115,ENERGY & FUELS
CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,6,6.4,Q1,5.9,0.6,98,12594,CELL BIOLOGY
Materials Chemistry Frontiers,MATER CHEM FRONT,6,6,Q1,5.7,1.8,235,13261,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
LIVER INTERNATIONAL,LIVER INT,6,6.3,Q1,5.8,1.1,202,15228,GASTROENTEROLOGY & HEPATOLOGY
URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,6,6.4,Q1,5.3,1.2,244,15848,ENVIRONMENTAL STUDIES|FORESTRY|URBAN STUDIES
AGE AND AGEING,AGE AGEING,6,8.3,Q1,5.7,1.1,160,18246,GERIATRICS & GERONTOLOGY
CITIES,CITIES,6,6.8,Q1,5.5,1.1,486,19532,URBAN STUDIES
NEURAL NETWORKS,NEURAL NETWORKS,6,7.9,Q1,5.3,1.1,584,25720,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|NEUROSCIENCES"
PLANT CELL AND ENVIRONMENT,PLANT CELL ENVIRON,6,7.6,Q1,5.8,1.2,218,30402,PLANT SCIENCES
LAND USE POLICY,LAND USE POLICY,6,6.5,Q1,5.7,1.1,395,32633,ENVIRONMENTAL STUDIES
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,6,6.4,Q1,5.4,1.3,385,33053,"AGRICULTURE, MULTIDISCIPLINARY|ECOLOGY|ENVIRONMENTAL SCIENCES"
HUMAN REPRODUCTION,HUM REPROD,6,6.4,Q1,5.6,1,217,35937,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
Antioxidants,ANTIOXIDANTS-BASEL,6,6.7,Q1,5.5,1.7,1580,48845,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CHEMISTRY, MEDICINAL|FOOD SCIENCE & TECHNOLOGY"
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,EUR J MED CHEM,6,6.1,Q1,5.4,1.4,645,54859,"CHEMISTRY, MEDICINAL"
Solar Energy,SOL ENERGY,6,6.1,Q2,5.4,1.6,728,57504,ENERGY & FUELS
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUR J OPER RES,6,5.9,Q1,5.3,1.7,611,62282,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
LWT-FOOD SCIENCE AND TECHNOLOGY,LWT-FOOD SCI TECHNOL,6,6,Q1,5.6,1.1,1272,71207,FOOD SCIENCE & TECHNOLOGY
Journal of Lipids,J LIPIDS,5.9,4.5,Q2,5.9,1.3,4,472,BIOCHEMISTRY & MOLECULAR BIOLOGY
Biofilm,BIOFILM,5.9,6,Q1,5.6,1.1,68,691,MICROBIOLOGY
Non-coding RNA Research,NON-CODING RNA RES,5.9,N/A,N/A,4.1,2,50,937,BIOCHEMISTRY & MOLECULAR BIOLOGY
RIVISTA DEL NUOVO CIMENTO,RIV NUOVO CIMENTO,5.9,4.3,Q1,5.9,1.1,0,938,"PHYSICS, MULTIDISCIPLINARY"
Journal of International Business Policy,J INT BUS POLICY,5.9,9.1,Q1,5.3,1.1,19,1003,BUSINESS
LAB ANIMAL,LAB ANIMAL,5.9,8.1,Q1,5.9,0.4,24,1448,VETERINARY SCIENCES
HLA,HLA,5.9,3.7,Q2,3.5,4.1,92,1565,IMMUNOLOGY|PATHOLOGY
HLA,HLA,5.9,3.7,Q3,3.5,4.1,92,1565,CELL BIOLOGY
FlatChem,FLATCHEM,5.9,5.6,Q2,5.7,1.3,95,2056,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Annual Review of Analytical Chemistry,ANNU REV ANAL CHEM,5.9,8.5,Q1,5.8,1.7,20,2553,"CHEMISTRY, ANALYTICAL|SPECTROSCOPY"
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,CHINESE J STRUC CHEM,5.9,2.1,Q2,5.6,3.2,88,2895,"CHEMISTRY, INORGANIC & NUCLEAR|CRYSTALLOGRAPHY"
Journal of Orthopaedic Translation,J ORTHOP TRANSL,5.9,5.6,Q1,5.6,1.9,49,3023,ORTHOPEDICS
Journal of International Management,J INT MANAG,5.9,6.2,Q1,5.5,1,57,3042,MANAGEMENT
Fluids and Barriers of the CNS,FLUIDS BARRIERS CNS,5.9,7.5,Q1,5,1.1,80,3449,NEUROSCIENCES
Engineering Applications of Computational Fluid Mechanics,ENG APPL COMP FLUID,5.9,5.5,Q1,5.1,2,99,3576,"ENGINEERING, MECHANICAL|ENGINEERING, MULTIDISCIPLINARY|MECHANICS"
Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,5.9,7.3,Q1,5.9,0.7,55,4093,PSYCHIATRY
Oncogenesis,ONCOGENESIS,5.9,6,Q1,5.8,1,44,4260,ONCOLOGY
TELECOMMUNICATIONS POLICY,TELECOMMUN POLICY,5.9,5.7,Q1,5,1.5,105,4301,COMMUNICATION|INFORMATION SCIENCE & LIBRARY SCIENCE|TELECOMMUNICATIONS
Neuroscience Bulletin,NEUROSCI BULL,5.9,5.4,Q1,5.3,0.9,72,4671,NEUROSCIENCES
Communications Chemistry,COMMUN CHEM,5.9,6.3,Q1,5.9,1.5,245,4736,"CHEMISTRY, MULTIDISCIPLINARY"
REVIEWS IN FISH BIOLOGY AND FISHERIES,REV FISH BIOL FISHER,5.9,6,Q1,5.5,0.9,42,4808,FISHERIES|MARINE & FRESHWATER BIOLOGY
Global Change Biology Bioenergy,GCB BIOENERGY,5.9,5.4,Q1,5.4,1,70,5061,AGRONOMY
Global Change Biology Bioenergy,GCB BIOENERGY,5.9,5.4,Q2,5.4,1,70,5061,ENERGY & FUELS
Globalization and Health,GLOBALIZATION HEALTH,5.9,6.7,Q1,5.7,1,79,5336,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Electronic Commerce Research and Applications,ELECTRON COMMER R A,5.9,6.9,Q1,5.3,1.2,88,5349,"BUSINESS|COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,INT J PHYS DISTR LOG,5.9,8.2,Q1,5.5,2.2,41,5352,MANAGEMENT
Hepatology International,HEPATOL INT,5.9,6.6,Q1,5.7,1.2,111,5423,GASTROENTEROLOGY & HEPATOLOGY
JOURNAL OF ECONOMIC SURVEYS,J ECON SURV,5.9,6.6,Q1,5.8,1,38,5595,ECONOMICS
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,INT J RES MARK,5.9,7,Q1,5.6,3.3,47,6099,BUSINESS
Internet Research,INTERNET RES,5.9,7.9,Q1,5.2,1.2,110,6129,"BUSINESS|COMPUTER SCIENCE, INFORMATION SYSTEMS|TELECOMMUNICATIONS"
Ocular Surface,OCUL SURF,5.9,5.9,Q1,5.3,2.1,88,6354,OPHTHALMOLOGY
European Journal of Internal Medicine,EUR J INTERN MED,5.9,5.1,Q1,5.4,2.4,100,7785,"MEDICINE, GENERAL & INTERNAL"
CELL PROLIFERATION,CELL PROLIFERAT,5.9,7.3,Q1,5.8,1.1,141,8069,CELL BIOLOGY
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,5.9,6.4,Q1,5.1,0.9,191,8321,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, MANUFACTURING"
International Business Review,INT BUS REV,5.9,7.8,Q1,5.2,2.4,92,8442,BUSINESS
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,5.9,10.3,Q1,5,0.7,41,8447,"COMPUTER SCIENCE, INFORMATION SYSTEMS|INFORMATION SCIENCE & LIBRARY SCIENCE|MANAGEMENT"
Journal of Occupational Health Psychology,J OCCUP HEALTH PSYCH,5.9,8,Q1,5.7,0.6,22,8538,"PSYCHOLOGY, APPLIED|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Stem Cell Reports,STEM CELL REP,5.9,5.9,Q2,5.8,1.3,148,11012,CELL & TISSUE ENGINEERING|CELL BIOLOGY
IEEE Transactions on Automation Science and Engineering,IEEE T AUTOM SCI ENG,5.9,6,Q1,4.6,0.9,565,11117,AUTOMATION & CONTROL SYSTEMS
NUTRITION REVIEWS,NUTR REV,5.9,6.6,Q1,5.8,0.9,0,11145,NUTRITION & DIETETICS
Neural Regeneration Research,NEURAL REGEN RES,5.9,5.2,Q1,5.2,3.2,197,11886,NEUROSCIENCES
Neural Regeneration Research,NEURAL REGEN RES,5.9,5.2,Q2,5.2,3.2,197,11886,CELL BIOLOGY
CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,5.9,7.4,Q1,5.7,2,0,11920,MICROBIOLOGY
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,AM J RESP CELL MOL,5.9,6.2,Q1,5.6,1.7,93,13200,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY|RESPIRATORY SYSTEM
AMERICAN POLITICAL SCIENCE REVIEW,AM POLIT SCI REV,5.9,7.9,Q1,5.6,0.8,122,19016,POLITICAL SCIENCE
REVIEW OF ECONOMIC STUDIES,REV ECON STUD,5.9,7.7,Q1,5.7,1.3,109,19991,ECONOMICS
Journal of Environmental Sciences,J ENVIRON SCI,5.9,5.6,Q1,5.8,1.7,141,21394,ENVIRONMENTAL SCIENCES
ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,5.9,10.5,Q1,5.7,1.6,119,24610,BIOCHEMISTRY & MOLECULAR BIOLOGY|ENDOCRINOLOGY & METABOLISM
Journal of Industrial and Engineering Chemistry,J IND ENG CHEM,5.9,5.3,Q1,5.6,1.6,548,27796,"ENGINEERING, CHEMICAL"
Journal of Industrial and Engineering Chemistry,J IND ENG CHEM,5.9,5.3,Q2,5.6,1.6,548,27796,"CHEMISTRY, MULTIDISCIPLINARY"
Agricultural Water Management,AGR WATER MANAGE,5.9,6.2,Q1,5.2,1.5,482,31875,AGRONOMY|WATER RESOURCES
PSYCHOLOGICAL MEDICINE,PSYCHOL MED,5.9,6.5,Q1,5.7,1,240,35004,"PSYCHIATRY|PSYCHOLOGY|PSYCHOLOGY, CLINICAL"
PAIN,PAIN,5.9,7.1,Q1,5.5,1.9,229,40292,ANESTHESIOLOGY|CLINICAL NEUROLOGY|NEUROSCIENCES
JOURNAL OF UROLOGY,J UROLOGY,5.9,5.9,Q1,5.5,3.5,188,42313,UROLOGY & NEPHROLOGY
JOURNAL OF BUSINESS ETHICS,J BUS ETHICS,5.9,8,Q1,5.5,1,249,51311,BUSINESS|ETHICS
Journal of Hydrology,J HYDROL,5.9,6.4,Q1,5.1,1.2,1385,88377,"ENGINEERING, CIVIL|GEOSCIENCES, MULTIDISCIPLINARY|WATER RESOURCES"
Energy and Climate Change,ENERGY CLIM CHANG-UK,5.8,5.1,Q2,5.5,1.5,31,461,ENERGY & FUELS
Neuromorphic Computing and Engineering,NEUROMORPH COMPUT EN,5.8,5.8,Q1,5,1.1,51,587,"ENGINEERING, ELECTRICAL & ELECTRONIC|PHYSICS, APPLIED"
APPLIED RHEOLOGY,APPL RHEOL,5.8,2.7,Q2,4.8,0.4,37,660,MECHANICS
EPJ Quantum Technology,EPJ QUANTUM TECHNOL,5.8,6.3,Q1,5.6,0.7,50,744,"OPTICS|PHYSICS, ATOMIC, MOLECULAR & CHEMICAL|QUANTUM SCIENCE & TECHNOLOGY"
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,5.8,3.4,Q1,4.3,1.9,24,747,"ENGINEERING, MULTIDISCIPLINARY"
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,5.8,3.4,Q2,4.3,1.9,24,747,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
Marine Life Science & Technology,MAR LIFE SCI TECH,5.8,5.7,Q1,5.3,0.9,51,853,MARINE & FRESHWATER BIOLOGY
Journal of Tourism Futures,J TOUR FUTURES,5.8,5.8,Q1,5.3,2.2,42,1179,"HOSPITALITY, LEISURE, SPORT & TOURISM"
Epilepsy Currents,EPILEPSY CURR,5.8,7.1,Q1,4.8,1.7,2,1191,CLINICAL NEUROLOGY
European Stroke Journal,EUR STROKE J,5.8,5.9,Q1,5.5,0.8,102,1957,CLINICAL NEUROLOGY|PERIPHERAL VASCULAR DISEASE
Soil,SOIL-GERMANY,5.8,7.1,Q1,5.8,1,32,2102,SOIL SCIENCE
Vehicular Communications,VEH COMMUN,5.8,6.4,Q1,5.4,0.8,98,2232,TELECOMMUNICATIONS|TRANSPORTATION SCIENCE & TECHNOLOGY
JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL-UK,5.8,7.7,Q1,4.9,0.9,44,2508,"COMPUTER SCIENCE, INFORMATION SYSTEMS|INFORMATION SCIENCE & LIBRARY SCIENCE|MANAGEMENT"
Green Chemistry Letters and Reviews,GREEN CHEM LETT REV,5.8,6.6,Q1,5.7,1.5,42,2562,"CHEMISTRY, MULTIDISCIPLINARY"
Green Chemistry Letters and Reviews,GREEN CHEM LETT REV,5.8,6.6,Q2,5.7,1.5,42,2562,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,5.8,9.8,Q1,5.7,1.5,47,2995,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS|TRANSPORTATION SCIENCE & TECHNOLOGY"
United European Gastroenterology Journal,UNITED EUR GASTROENT,5.8,5.1,Q1,5.4,0.9,66,4195,GASTROENTEROLOGY & HEPATOLOGY
Advances in Wound Care,ADV WOUND CARE,5.8,7.8,Q1,5.7,0.8,23,4665,DERMATOLOGY
Current Opinion in Insect Science,CURR OPIN INSECT SCI,5.8,6.2,Q1,5.6,1,86,5100,BIOLOGY|ECOLOGY|ENTOMOLOGY
Journal of Saudi Chemical Society,J SAUDI CHEM SOC,5.8,5,Q2,5.7,1.1,140,5475,"CHEMISTRY, MULTIDISCIPLINARY"
BRAIN PATHOLOGY,BRAIN PATHOL,5.8,6,Q1,5.7,0.7,47,6493,CLINICAL NEUROLOGY|NEUROSCIENCES|PATHOLOGY
BUSINESS HORIZONS,BUS HORIZONS,5.8,8.5,Q1,5.4,1.8,49,7847,BUSINESS
Ecological Informatics,ECOL INFORM,5.8,5.6,Q1,4.7,1.7,399,8069,ECOLOGY
CANADIAN JOURNAL OF CARDIOLOGY,CAN J CARDIOL,5.8,5.4,Q1,5.3,2.1,95,9156,CARDIAC & CARDIOVASCULAR SYSTEMS
ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,ANN ALLERG ASTHMA IM,5.8,5.6,Q1,5.3,2.3,117,10520,ALLERGY|IMMUNOLOGY
AMBIO,AMBIO,5.8,6.2,Q1,5.6,1.5,114,12238,ENVIRONMENTAL SCIENCES
AMBIO,AMBIO,5.8,6.2,Q2,5.6,1.5,114,12238,"ENGINEERING, ENVIRONMENTAL"
Environmental Science-Nano,ENVIRON SCI-NANO,5.8,6.7,Q1,5.5,1,265,12242,"CHEMISTRY, MULTIDISCIPLINARY|ENVIRONMENTAL SCIENCES"
Environmental Science-Nano,ENVIRON SCI-NANO,5.8,6.7,Q2,5.5,1,265,12242,NANOSCIENCE & NANOTECHNOLOGY
Landslides,LANDSLIDES,5.8,6.9,Q1,5.3,1.3,160,12510,"ENGINEERING, GEOLOGICAL|GEOSCIENCES, MULTIDISCIPLINARY"
THYROID,THYROID,5.8,7.2,Q1,5.4,1.7,119,15751,ENDOCRINOLOGY & METABOLISM
TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,TRANSPORT RES B-METH,5.8,7.2,Q1,5.4,1.2,109,17027,"ECONOMICS|ENGINEERING, CIVIL|OPERATIONS RESEARCH & MANAGEMENT SCIENCE|TRANSPORTATION|TRANSPORTATION SCIENCE & TECHNOLOGY"
Biomaterials Science,BIOMATER SCI-UK,5.8,6.2,Q1,5.6,1.2,390,19361,"MATERIALS SCIENCE, BIOMATERIALS"
Translational Psychiatry,TRANSL PSYCHIAT,5.8,6.3,Q1,5.6,1.1,332,20112,PSYCHIATRY
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,J ANAL APPL PYROL,5.8,5.7,Q1,5.1,1.5,388,20639,"CHEMISTRY, ANALYTICAL|ENGINEERING, CHEMICAL"
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,J ANAL APPL PYROL,5.8,5.7,Q2,5.1,1.5,388,20639,ENERGY & FUELS
BIOMASS & BIOENERGY,BIOMASS BIOENERG,5.8,5.2,Q1,5.6,1.1,228,21023,AGRICULTURAL ENGINEERING|BIOTECHNOLOGY & APPLIED MICROBIOLOGY
BIOMASS & BIOENERGY,BIOMASS BIOENERG,5.8,5.2,Q2,5.6,1.1,228,21023,ENERGY & FUELS
JOURNAL OF CLINICAL PERIODONTOLOGY,J CLIN PERIODONTOL,5.8,9.9,Q1,5.2,2.1,126,21117,"DENTISTRY, ORAL SURGERY & MEDICINE"
Scientific Data,SCI DATA,5.8,8.9,Q1,5.5,1.2,876,27572,MULTIDISCIPLINARY SCIENCES
EUROPEAN POLYMER JOURNAL,EUR POLYM J,5.8,5.3,Q1,5.2,1.6,652,31757,POLYMER SCIENCE
Combustion and Flame,COMBUST FLAME,5.8,5.7,Q1,4.6,1,560,38487,"ENGINEERING, CHEMICAL|ENGINEERING, MECHANICAL|ENGINEERING, MULTIDISCIPLINARY|THERMODYNAMICS"
Combustion and Flame,COMBUST FLAME,5.8,5.7,Q2,4.6,1,560,38487,ENERGY & FUELS
JOURNAL OF MEDICAL INTERNET RESEARCH,J MED INTERNET RES,5.8,6.7,Q1,5.4,1,740,43793,HEALTH CARE SCIENCES & SERVICES|MEDICAL INFORMATICS
Environmental Research Letters,ENVIRON RES LETT,5.8,7.2,Q1,5.6,1.1,642,44013,ENVIRONMENTAL SCIENCES|METEOROLOGY & ATMOSPHERIC SCIENCES
Journal of the European Ceramic Society,J EUR CERAM SOC,5.8,5.7,Q1,5,1.2,836,44851,"MATERIALS SCIENCE, CERAMICS"
Nanoscale,NANOSCALE,5.8,6.1,Q1,5.5,1.2,1474,118942,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED"
Nanoscale,NANOSCALE,5.8,6.1,Q2,5.5,1.2,1474,118942,NANOSCIENCE & NANOTECHNOLOGY
Journal of Alloys and Compounds,J ALLOY COMPD,5.8,5.3,Q1,5.2,1.7,4323,211621,METALLURGY & METALLURGICAL ENGINEERING
Journal of Alloys and Compounds,J ALLOY COMPD,5.8,5.3,Q2,5.2,1.7,4323,211621,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
